bv,mag,spec,o,b,a,f,g,k,m
1.17,0.062,K,0,0,0,0,0,1,0
0.185,-10.11,B,0,1,0,0,0,0,0
0.067,-11.04,B,0,1,0,0,0,0,0
0.222,1.741,A,0,0,1,0,0,0,0
-0.08,-0.828,B,0,1,0,0,0,0,0
1.599,0.457,K,0,0,0,0,0,1,0
0.487,3.979,G,0,0,0,0,1,0,0
0.058,-11.78,B,0,1,0,0,0,0,0
0.125,0.573,A,0,0,1,0,0,0,0
0.261,2.059,A,0,0,1,0,0,0,0
1.32,7.737,K,0,0,0,0,0,1,0
0,-0.308,B,0,1,0,0,0,0,0
0.096,1.197,A,0,0,1,0,0,0,0
0.752,3.453,G,0,0,0,0,1,0,0
-0.104,-1.953,B,0,1,0,0,0,0,0
1.278,0.466,K,0,0,0,0,0,1,0
0.385,1.025,F,0,0,0,1,0,0,0
0.178,0.249,A,0,0,1,0,0,0,0
0.127,-1.908,B,0,1,0,0,0,0,0
0.084,-1.778,B,0,1,0,0,0,0,0
0.135,-11.97,O,1,0,0,0,0,0,0
0.418,3.112,F,0,0,0,1,0,0,0
1.003,-0.002,G,0,0,0,0,1,0,0
1.39,2.814,K,0,0,0,0,0,1,0
0.307,-11.72,O,1,0,0,0,0,0,0
1.526,-0.669,K,0,0,0,0,0,1,0
0.894,0.367,K,0,0,0,0,0,1,0
1.256,1.253,K,0,0,0,0,0,1,0
1.257,0.835,K,0,0,0,0,0,1,0
0.242,1.128,A,0,0,1,0,0,0,0
0.023,-0.773,A,0,0,1,0,0,0,0
0.031,-0.379,A,0,0,1,0,0,0,0
0.485,3.828,F,0,0,0,1,0,0,0
0.83,5.793,K,0,0,0,0,0,1,0
0.057,0.339,A,0,0,1,0,0,0,0
0.57,4.284,F,0,0,0,1,0,0,0
1.284,1.434,K,0,0,0,0,0,1,0
1.616,1.258,M,0,0,0,0,0,0,1
-0.135,-2.879,B,0,1,0,0,0,0,0
1.063,0.373,G,0,0,0,0,1,0,0
0.137,0.182,A,0,0,1,0,0,0,0
1.118,0.644,K,0,0,0,0,0,1,0
0.868,6.424,K,0,0,0,0,0,1,0
0.441,3.399,F,0,0,0,1,0,0,0
0.45,3.997,F,0,0,0,1,0,0,0
0.417,3.452,F,0,0,0,1,0,0,0
0.86,0.261,G,0,0,0,0,1,0,0
1.283,2.067,K,0,0,0,0,0,1,0
0.584,4.042,G,0,0,0,0,1,0,0
1.205,2.238,K,0,0,0,0,0,1,0
0.22,-11.25,B,0,1,0,0,0,0,0
-0.014,1.084,A,0,0,1,0,0,0,0
0.26,1.474,A,0,0,1,0,0,0,0
-0.031,0.462,A,0,0,1,0,0,0,0
0.536,3.057,F,0,0,0,1,0,0,0
-0.066,-1.477,B,0,1,0,0,0,0,0
0.552,0.707,F,0,0,0,1,0,0,0
0.449,1.822,F,0,0,0,1,0,0,0
1.65,-1.775,M,0,0,0,0,0,0,1
0.498,3.738,F,0,0,0,1,0,0,0
-0.048,-13.76,B,0,1,0,0,0,0,0
0.475,3.86,F,0,0,0,1,0,0,0
-0.001,1.901,B,0,1,0,0,0,0,0
1.122,1.403,G,0,0,0,0,1,0,0
1.602,6.275,K,0,0,0,0,0,1,0
0.446,3.292,F,0,0,0,1,0,0,0
0.59,3.87,F,0,0,0,1,0,0,0
1.45,0.323,K,0,0,0,0,0,1,0
1.637,-1.476,M,0,0,0,0,0,0,1
1.478,-0.092,K,0,0,0,0,0,1,0
1.347,-0.591,K,0,0,0,0,0,1,0
0.951,0.479,G,0,0,0,0,1,0,0
0.473,3.652,F,0,0,0,1,0,0,0
1.588,-8.48,M,0,0,0,0,0,0,1
0.322,1.093,A,0,0,1,0,0,0,0
0.486,3.421,F,0,0,0,1,0,0,0
1.122,0.369,K,0,0,0,0,0,1,0
0.579,2.446,F,0,0,0,1,0,0,0
1.113,1.45,K,0,0,0,0,0,1,0
0.501,3.653,F,0,0,0,1,0,0,0
0.648,3.637,G,0,0,0,0,1,0,0
0.53,2.278,F,0,0,0,1,0,0,0
1.454,-0.704,K,0,0,0,0,0,1,0
0.195,1.104,F,0,0,0,1,0,0,0
1.497,-9.8,M,0,0,0,0,0,0,1
1.53,-1.944,G,0,0,0,0,1,0,0
0.129,1.546,A,0,0,1,0,0,0,0
0.04,0.763,B,0,1,0,0,0,0,0
0.35,0.226,A,0,0,1,0,0,0,0
0.8,5.038,G,0,0,0,0,1,0,0
0.096,2.147,A,0,0,1,0,0,0,0
1.31,-0.714,M,0,0,0,0,0,0,1
-0.005,1.143,B,0,1,0,0,0,0,0
0.94,1.662,G,0,0,0,0,1,0,0
-0.08,-1.396,B,0,1,0,0,0,0,0
1.105,0.105,K,0,0,0,0,0,1,0
1.537,-1.813,K,0,0,0,0,0,1,0
1.397,-2.672,K,0,0,0,0,0,1,0
1.086,0.541,K,0,0,0,0,0,1,0
-0.089,-0.618,B,0,1,0,0,0,0,0
0.28,1.93,A,0,0,1,0,0,0,0
0.259,2.395,A,0,0,1,0,0,0,0
0.391,2.243,F,0,0,0,1,0,0,0
0.396,3.475,F,0,0,0,1,0,0,0
0.023,-11.88,W,0,0,0,0,0,0,0
1.91,2.894,B,0,1,0,0,0,0,0
-0.086,0.202,B,0,1,0,0,0,0,0
1.209,0.55,K,0,0,0,0,0,1,0
0.448,3.105,F,0,0,0,1,0,0,0
-0.107,-1.053,B,0,1,0,0,0,0,0
0.266,1.377,A,0,0,1,0,0,0,0
1.556,-0.865,M,0,0,0,0,0,0,1
0.205,-0.763,A,0,0,1,0,0,0,0
0.432,3.309,A,0,0,1,0,0,0,0
0.626,4.913,G,0,0,0,0,1,0,0
0.568,3.552,F,0,0,0,1,0,0,0
-0.004,-0.418,A,0,0,1,0,0,0,0
-0.11,0.344,B,0,1,0,0,0,0,0
-0.143,-12.09,B,0,1,0,0,0,0,0
0.081,-9.9,B,0,1,0,0,0,0,0
0.81,6.058,K,0,0,0,0,0,1,0
0.184,1.549,A,0,0,1,0,0,0,0
0.908,0.571,G,0,0,0,0,1,0,0
0.33,1.256,A,0,0,1,0,0,0,0
0.009,-1.801,W,0,0,0,0,0,0,0
0.83,3.753,G,0,0,0,0,1,0,0
1.764,-8.25,M,0,0,0,0,0,0,1
1.694,2.852,K,0,0,0,0,0,1,0
0.613,4.201,G,0,0,0,0,1,0,0
1.286,0.983,K,0,0,0,0,0,1,0
1.659,-11.51,K,0,0,0,0,0,1,0
1.122,2.186,K,0,0,0,0,0,1,0
-0.048,-10.55,B,0,1,0,0,0,0,0
1.26,-9.8,K,0,0,0,0,0,1,0
1.161,1.272,K,0,0,0,0,0,1,0
0.435,2.976,F,0,0,0,1,0,0,0
0.46,4.003,F,0,0,0,1,0,0,0
0.407,2.589,F,0,0,0,1,0,0,0
0.19,0.299,A,0,0,1,0,0,0,0
1.5,-0.819,K,0,0,0,0,0,1,0
0.815,1.163,G,0,0,0,0,1,0,0
0.26,2.802,A,0,0,1,0,0,0,0
1.222,1.91,K,0,0,0,0,0,1,0
1.247,-10.53,G,0,0,0,0,1,0,0
1.611,0.189,M,0,0,0,0,0,0,1
-0.069,-10.97,A,0,0,1,0,0,0,0
1.228,1.198,K,0,0,0,0,0,1,0
0.068,-0.935,A,0,0,1,0,0,0,0
0.476,3.628,F,0,0,0,1,0,0,0
1.027,0.098,K,0,0,0,0,0,1,0
1.35,0.534,K,0,0,0,0,0,1,0
1.152,-0.506,K,0,0,0,0,0,1,0
1.093,1.278,K,0,0,0,0,0,1,0
0.069,0.711,A,0,0,1,0,0,0,0
1.139,0.88,K,0,0,0,0,0,1,0
0.309,-12.45,O,1,0,0,0,0,0,0
0.424,3.198,F,0,0,0,1,0,0,0
0.456,3.04,A,0,0,1,0,0,0,0
1.035,0.671,K,0,0,0,0,0,1,0
-0.03,2.159,A,0,0,1,0,0,0,0
1.161,1.086,K,0,0,0,0,0,1,0
0.042,-0.032,A,0,0,1,0,0,0,0
1.352,7.077,K,0,0,0,0,0,1,0
0.058,0.941,A,0,0,1,0,0,0,0
1.25,2.684,K,0,0,0,0,0,1,0
-0.028,-11.97,B,0,1,0,0,0,0,0
0.75,5.427,G,0,0,0,0,1,0,0
0.138,1.467,A,0,0,1,0,0,0,0
1.038,6.487,K,0,0,0,0,0,1,0
0.079,-0.365,A,0,0,1,0,0,0,0
0.412,2.552,F,0,0,0,1,0,0,0
1.093,1.53,K,0,0,0,0,0,1,0
1.344,-1.059,K,0,0,0,0,0,1,0
0.639,2.811,G,0,0,0,0,1,0,0
0.007,1.902,B,0,1,0,0,0,0,0
0.982,-11.61,K,0,0,0,0,0,1,0
0.99,0.185,K,0,0,0,0,0,1,0
1.421,-0.824,K,0,0,0,0,0,1,0
0.241,1.285,A,0,0,1,0,0,0,0
1.176,0.452,K,0,0,0,0,0,1,0
0.804,7.772,G,0,0,0,0,1,0,0
0.573,3.366,F,0,0,0,1,0,0,0
1.002,2.692,K,0,0,0,0,0,1,0
0.897,3.409,G,0,0,0,0,1,0,0
1.351,0.665,K,0,0,0,0,0,1,0
1.003,0.782,G,0,0,0,0,1,0,0
0.509,2.026,F,0,0,0,1,0,0,0
1.155,1.956,K,0,0,0,0,0,1,0
0.074,1.172,A,0,0,1,0,0,0,0
0.056,2.087,A,0,0,1,0,0,0,0
0.585,2.371,G,0,0,0,0,1,0,0
-0.062,-1.035,B,0,1,0,0,0,0,0
-0.132,0.621,B,0,1,0,0,0,0,0
0.117,1.014,A,0,0,1,0,0,0,0
0.937,1.201,G,0,0,0,0,1,0,0
0.673,4.747,G,0,0,0,0,1,0,0
0.955,0.845,G,0,0,0,0,1,0,0
1.192,0.824,K,0,0,0,0,0,1,0
1.532,-0.061,K,0,0,0,0,0,1,0
0.041,0.75,A,0,0,1,0,0,0,0
0.654,4.631,G,0,0,0,0,1,0,0
0.121,1.234,B,0,1,0,0,0,0,0
0.126,0.162,A,0,0,1,0,0,0,0
1.26,7.5,K,0,0,0,0,0,1,0
1.43,-1.241,K,0,0,0,0,0,1,0
0.377,2.798,A,0,0,1,0,0,0,0
1.649,-11.11,K,0,0,0,0,0,1,0
1.052,0.252,K,0,0,0,0,0,1,0
0.896,5.92,K,0,0,0,0,0,1,0
0.529,0.872,A,0,0,1,0,0,0,0
1.063,1.401,K,0,0,0,0,0,1,0
1.556,-0.534,M,0,0,0,0,0,0,1
0.1,-1.562,A,0,0,1,0,0,0,0
0.367,1.386,F,0,0,0,1,0,0,0
1.545,-1.23,K,0,0,0,0,0,1,0
0.873,6.374,K,0,0,0,0,0,1,0
1.075,0.272,K,0,0,0,0,0,1,0
0.041,-10.65,B,0,1,0,0,0,0,0
0.521,2.212,F,0,0,0,1,0,0,0
1.141,-12.91,G,0,0,0,0,1,0,0
0.334,2.337,F,0,0,0,1,0,0,0
1.306,1.749,M,0,0,0,0,0,0,1
0.5,-2.488,B,0,1,0,0,0,0,0
0.118,2.242,A,0,0,1,0,0,0,0
0.732,6.017,G,0,0,0,0,1,0,0
1.54,-11.58,M,0,0,0,0,0,0,1
0.02,0.042,A,0,0,1,0,0,0,0
0.114,0.837,A,0,0,1,0,0,0,0
0.272,1.873,A,0,0,1,0,0,0,0
1.35,-0.042,K,0,0,0,0,0,1,0
-0.019,1.25,A,0,0,1,0,0,0,0
0.979,0.805,K,0,0,0,0,0,1,0
1.029,1.564,G,0,0,0,0,1,0,0
0.668,3.701,G,0,0,0,0,1,0,0
0.964,-0.153,K,0,0,0,0,0,1,0
1.476,-0.441,K,0,0,0,0,0,1,0
1.508,-9.86,M,0,0,0,0,0,0,1
0.713,4.842,K,0,0,0,0,0,1,0
1.249,-0.001,K,0,0,0,0,0,1,0
-0.086,-12.9,B,0,1,0,0,0,0,0
0.458,2.874,F,0,0,0,1,0,0,0
-0.063,0.999,B,0,1,0,0,0,0,0
-0.015,0.838,A,0,0,1,0,0,0,0
1.705,-2.648,K,0,0,0,0,0,1,0
0.011,0.846,A,0,0,1,0,0,0,0
0.216,1.513,A,0,0,1,0,0,0,0
0.084,1.667,A,0,0,1,0,0,0,0
1.27,-3.365,K,0,0,0,0,0,1,0
-0.133,-1.116,B,0,1,0,0,0,0,0
0.538,2.772,F,0,0,0,1,0,0,0
0.449,2.367,F,0,0,0,1,0,0,0
0.304,1.773,A,0,0,1,0,0,0,0
0.504,3.787,F,0,0,0,1,0,0,0
0.792,0.597,K,0,0,0,0,0,1,0
1.39,-0.913,K,0,0,0,0,0,1,0
-0.068,-0.456,B,0,1,0,0,0,0,0
1.498,1.02,K,0,0,0,0,0,1,0
1.489,-0.468,K,0,0,0,0,0,1,0
0.691,4.479,K,0,0,0,0,0,1,0
0.564,3.928,G,0,0,0,0,1,0,0
0.281,-10.64,B,0,1,0,0,0,0,0
1.553,0.814,K,0,0,0,0,0,1,0
0.492,3.516,F,0,0,0,1,0,0,0
0.284,1.571,A,0,0,1,0,0,0,0
0.453,2.531,F,0,0,0,1,0,0,0
0.546,-0.009,F,0,0,0,1,0,0,0
0.446,0.757,F,0,0,0,1,0,0,0
0.906,5.994,K,0,0,0,0,0,1,0
-0.01,1.191,A,0,0,1,0,0,0,0
0.993,2.992,K,0,0,0,0,0,1,0
0.791,5.538,G,0,0,0,0,1,0,0
1.365,9.213,M,0,0,0,0,0,0,1
0.387,3.084,F,0,0,0,1,0,0,0
1.431,9.009,M,0,0,0,0,0,0,1
0.556,4.244,G,0,0,0,0,1,0,0
0.125,-0.008,A,0,0,1,0,0,0,0
0.179,1.233,A,0,0,1,0,0,0,0
1.147,-11.07,K,0,0,0,0,0,1,0
0.458,1.442,A,0,0,1,0,0,0,0
1.752,-0.302,M,0,0,0,0,0,0,1
0.566,4.434,G,0,0,0,0,1,0,0
0.743,3.822,G,0,0,0,0,1,0,0
0.852,3.058,G,0,0,0,0,1,0,0
0.938,6.36,K,0,0,0,0,0,1,0
1.542,1.13,K,0,0,0,0,0,1,0
0.126,0.91,A,0,0,1,0,0,0,0
0.1,2.002,A,0,0,1,0,0,0,0
0.31,1.314,A,0,0,1,0,0,0,0
0.315,2.369,F,0,0,0,1,0,0,0
0.039,0.177,A,0,0,1,0,0,0,0
1.21,-0.704,K,0,0,0,0,0,1,0
-0.014,-1.74,A,0,0,1,0,0,0,0
0.585,7.266,F,0,0,0,1,0,0,0
0.673,4.286,G,0,0,0,0,1,0,0
0.434,3.386,F,0,0,0,1,0,0,0
1.109,0.664,K,0,0,0,0,0,1,0
1.611,-10.25,R,0,0,0,0,0,0,0
0.407,2.53,F,0,0,0,1,0,0,0
1.14,0.703,K,0,0,0,0,0,1,0
0.68,4.068,G,0,0,0,0,1,0,0
0.031,-1.173,B,0,1,0,0,0,0,0
0.704,3.779,G,0,0,0,0,1,0,0
1.183,1.997,K,0,0,0,0,0,1,0
0.844,3.114,G,0,0,0,0,1,0,0
-0.01,0.044,A,0,0,1,0,0,0,0
0.973,1.815,G,0,0,0,0,1,0,0
0.481,2.788,F,0,0,0,1,0,0,0
0.428,3.432,F,0,0,0,1,0,0,0
0.264,1.695,B,0,1,0,0,0,0,0
0.536,3.567,F,0,0,0,1,0,0,0
0.191,0.391,A,0,0,1,0,0,0,0
0.758,4.928,G,0,0,0,0,1,0,0
0.263,0.067,A,0,0,1,0,0,0,0
0.111,-2.225,B,0,1,0,0,0,0,0
0.072,1.627,A,0,0,1,0,0,0,0
0.776,3.15,G,0,0,0,0,1,0,0
0.409,-10.35,F,0,0,0,1,0,0,0
-0.126,-0.788,B,0,1,0,0,0,0,0
0.423,2.281,F,0,0,0,1,0,0,0
1.497,-0.962,K,0,0,0,0,0,1,0
0.396,2.034,A,0,0,1,0,0,0,0
-0.038,-2.152,B,0,1,0,0,0,0,0
1.385,1.871,M,0,0,0,0,0,0,1
1,1.297,K,0,0,0,0,0,1,0
1.13,-1.226,K,0,0,0,0,0,1,0
0.394,2.693,F,0,0,0,1,0,0,0
1.948,-8.61,K,0,0,0,0,0,1,0
1.295,-10.44,M,0,0,0,0,0,0,1
-0.028,0.717,B,0,1,0,0,0,0,0
1.738,-13.26,M,0,0,0,0,0,0,1
0.007,1.238,A,0,0,1,0,0,0,0
0.554,-2.148,B,0,1,0,0,0,0,0
0.468,3.866,F,0,0,0,1,0,0,0
0.308,1.836,F,0,0,0,1,0,0,0
0.979,2.315,K,0,0,0,0,0,1,0
1.351,8.656,K,0,0,0,0,0,1,0
0.37,-9.57,F,0,0,0,1,0,0,0
0.915,1.78,G,0,0,0,0,1,0,0
0.279,-12.88,O,1,0,0,0,0,0,0
-0.055,-1.302,B,0,1,0,0,0,0,0
0.306,-12.08,W,0,0,0,0,0,0,0
0.151,1.778,A,0,0,1,0,0,0,0
0.486,-10.99,F,0,0,0,1,0,0,0
0.539,3.99,F,0,0,0,1,0,0,0
0.158,1.84,A,0,0,1,0,0,0,0
0.616,5.304,G,0,0,0,0,1,0,0
0.155,1.354,A,0,0,1,0,0,0,0
1.044,2.692,K,0,0,0,0,0,1,0
1.315,-13.43,G,0,0,0,0,1,0,0
1.356,0.503,K,0,0,0,0,0,1,0
0.309,1.602,A,0,0,1,0,0,0,0
0.98,1.287,G,0,0,0,0,1,0,0
1.036,0.812,K,0,0,0,0,0,1,0
1.662,-0.877,K,0,0,0,0,0,1,0
0.407,3.038,F,0,0,0,1,0,0,0
0.966,1.055,G,0,0,0,0,1,0,0
-0.089,0.386,B,0,1,0,0,0,0,0
1.143,1.843,K,0,0,0,0,0,1,0
0.036,-0.06,B,0,1,0,0,0,0,0
1.387,-0.041,K,0,0,0,0,0,1,0
0.868,-1.193,G,0,0,0,0,1,0,0
1.257,1.137,K,0,0,0,0,0,1,0
0.435,1.973,F,0,0,0,1,0,0,0
1.986,1.697,M,0,0,0,0,0,0,1
1.259,-11.76,K,0,0,0,0,0,1,0
0.018,0.113,A,0,0,1,0,0,0,0
1.147,1.299,K,0,0,0,0,0,1,0
-0.001,0.728,A,0,0,1,0,0,0,0
0.63,3.314,G,0,0,0,0,1,0,0
0.953,0.836,K,0,0,0,0,0,1,0
1.255,1.151,K,0,0,0,0,0,1,0
0.018,0.467,B,0,1,0,0,0,0,0
1.5,-9.87,M,0,0,0,0,0,0,1
0.494,2.859,F,0,0,0,1,0,0,0
0.112,-11.27,A,0,0,1,0,0,0,0
1.614,-0.049,M,0,0,0,0,0,0,1
0.211,0.017,A,0,0,1,0,0,0,0
0.248,1.721,A,0,0,1,0,0,0,0
0.52,3.964,F,0,0,0,1,0,0,0
0.512,3.805,F,0,0,0,1,0,0,0
0.44,4.825,F,0,0,0,1,0,0,0
1.398,0.544,K,0,0,0,0,0,1,0
-0.06,-11.26,A,0,0,1,0,0,0,0
0.03,-12.13,A,0,0,1,0,0,0,0
1.033,0.359,G,0,0,0,0,1,0,0
0.449,2.857,F,0,0,0,1,0,0,0
0.369,3.844,F,0,0,0,1,0,0,0
0.993,1.63,G,0,0,0,0,1,0,0
1.041,-0.535,K,0,0,0,0,0,1,0
0.299,1.267,A,0,0,1,0,0,0,0
0.002,-0.812,B,0,1,0,0,0,0,0
1.869,-9,M,0,0,0,0,0,0,1
1.545,0.933,K,0,0,0,0,0,1,0
1.575,-0.857,M,0,0,0,0,0,0,1
-0.181,-2.624,B,0,1,0,0,0,0,0
-0.03,0.912,A,0,0,1,0,0,0,0
0.878,5.98,K,0,0,0,0,0,1,0
-0.085,0.003,A,0,0,1,0,0,0,0
1.104,-10.96,K,0,0,0,0,0,1,0
1.36,1.71,K,0,0,0,0,0,1,0
1.011,1.313,K,0,0,0,0,0,1,0
0.944,-0.642,G,0,0,0,0,1,0,0
0.807,4.247,G,0,0,0,0,1,0,0
0.517,3.499,F,0,0,0,1,0,0,0
0.527,4.499,F,0,0,0,1,0,0,0
1.69,1.885,K,0,0,0,0,0,1,0
0.534,2.322,F,0,0,0,1,0,0,0
0.5,3.381,A,0,0,1,0,0,0,0
0.181,0.609,A,0,0,1,0,0,0,0
0.89,-11.38,B,0,1,0,0,0,0,0
0.398,-1.662,F,0,0,0,1,0,0,0
0.926,0.756,K,0,0,0,0,0,1,0
0.463,3.316,F,0,0,0,1,0,0,0
1.084,1.497,G,0,0,0,0,1,0,0
-0.006,-0.103,A,0,0,1,0,0,0,0
1.612,-0.085,M,0,0,0,0,0,0,1
0.9,-1.363,G,0,0,0,0,1,0,0
1.451,-3.597,K,0,0,0,0,0,1,0
0.218,0.187,A,0,0,1,0,0,0,0
1.605,-0.14,M,0,0,0,0,0,0,1
0.614,3.378,G,0,0,0,0,1,0,0
0.972,0.003,G,0,0,0,0,1,0,0
1.016,-3.668,G,0,0,0,0,1,0,0
0.423,3.806,F,0,0,0,1,0,0,0
0.623,3.952,F,0,0,0,1,0,0,0
0.452,0.674,F,0,0,0,1,0,0,0
-0.036,-11.17,A,0,0,1,0,0,0,0
0.841,-0.847,K,0,0,0,0,0,1,0
0.568,2.395,F,0,0,0,1,0,0,0
0.4,1.846,A,0,0,1,0,0,0,0
0.392,-11.64,F,0,0,0,1,0,0,0
0.535,2.473,F,0,0,0,1,0,0,0
-0.06,-11.43,A,0,0,1,0,0,0,0
1.005,2.58,G,0,0,0,0,1,0,0
0.006,-10.77,A,0,0,1,0,0,0,0
0.1,3.636,F,0,0,0,1,0,0,0
0.58,3.27,F,0,0,0,1,0,0,0
0.264,2.27,A,0,0,1,0,0,0,0
0.096,1.129,A,0,0,1,0,0,0,0
0.891,0.487,K,0,0,0,0,0,1,0
1.64,-8.97,M,0,0,0,0,0,0,1
0.259,2.629,F,0,0,0,1,0,0,0
1.258,-0.582,K,0,0,0,0,0,1,0
1.57,0.602,K,0,0,0,0,0,1,0
0.602,4.254,F,0,0,0,1,0,0,0
1.442,0.242,K,0,0,0,0,0,1,0
1.513,-1.127,K,0,0,0,0,0,1,0
1.266,8.022,M,0,0,0,0,0,0,1
1.782,-1.025,K,0,0,0,0,0,1,0
0.609,5.927,F,0,0,0,1,0,0,0
1.085,1.443,K,0,0,0,0,0,1,0
0.962,-10.73,G,0,0,0,0,1,0,0
0.945,3.038,K,0,0,0,0,0,1,0
0.153,1.882,A,0,0,1,0,0,0,0
0.681,4.471,G,0,0,0,0,1,0,0
0.447,3.196,F,0,0,0,1,0,0,0
1.69,-7.72,M,0,0,0,0,0,0,1
0.648,3.31,F,0,0,0,1,0,0,0
0.227,3.028,A,0,0,1,0,0,0,0
0.006,0.695,A,0,0,1,0,0,0,0
0.867,2.355,G,0,0,0,0,1,0,0
0.03,0.424,A,0,0,1,0,0,0,0
0.621,1.514,G,0,0,0,0,1,0,0
-0.009,-0.167,B,0,1,0,0,0,0,0
0.35,-9.8,B,0,1,0,0,0,0,0
0.811,4.792,F,0,0,0,1,0,0,0
1.579,-1.167,K,0,0,0,0,0,1,0
1.299,1.069,K,0,0,0,0,0,1,0
0.87,5.724,G,0,0,0,0,1,0,0
0.979,1.263,G,0,0,0,0,1,0,0
0.495,2.747,F,0,0,0,1,0,0,0
-0.027,-0.094,B,0,1,0,0,0,0,0
1.068,1.866,G,0,0,0,0,1,0,0
1.426,-2.843,K,0,0,0,0,0,1,0
1.029,0.765,K,0,0,0,0,0,1,0
-0.028,-0.759,B,0,1,0,0,0,0,0
1.008,-11.17,K,0,0,0,0,0,1,0
0.394,2.026,A,0,0,1,0,0,0,0
0.566,4.159,F,0,0,0,1,0,0,0
1.039,1.075,K,0,0,0,0,0,1,0
-0.075,0.727,A,0,0,1,0,0,0,0
1.216,0.12,K,0,0,0,0,0,1,0
0.997,0.937,G,0,0,0,0,1,0,0
0.005,0.634,B,0,1,0,0,0,0,0
0.954,6.342,K,0,0,0,0,0,1,0
1.467,-1.215,M,0,0,0,0,0,0,1
1.938,3.353,M,0,0,0,0,0,0,1
0.588,4.605,F,0,0,0,1,0,0,0
0.331,0.18,F,0,0,0,1,0,0,0
0.131,0.869,A,0,0,1,0,0,0,0
1.427,0.732,K,0,0,0,0,0,1,0
0.381,3.3,F,0,0,0,1,0,0,0
-0.066,-1.823,A,0,0,1,0,0,0,0
0.345,1.595,A,0,0,1,0,0,0,0
-0.097,-2.679,B,0,1,0,0,0,0,0
0.408,1.524,F,0,0,0,1,0,0,0
0.475,3.349,F,0,0,0,1,0,0,0
0.601,0.152,G,0,0,0,0,1,0,0
0.07,-0.278,A,0,0,1,0,0,0,0
-0.017,0.332,A,0,0,1,0,0,0,0
0.517,1.597,F,0,0,0,1,0,0,0
1.5,-0.258,K,0,0,0,0,0,1,0
0.58,4.622,F,0,0,0,1,0,0,0
0.609,3.754,G,0,0,0,0,1,0,0
1.132,0.256,K,0,0,0,0,0,1,0
0.685,5.203,G,0,0,0,0,1,0,0
1.496,-9.56,K,0,0,0,0,0,1,0
-0.038,-0.022,A,0,0,1,0,0,0,0
-0.015,-12.88,B,0,1,0,0,0,0,0
0.331,-1.203,B,0,1,0,0,0,0,0
0.76,5.585,G,0,0,0,0,1,0,0
0.48,3.537,F,0,0,0,1,0,0,0
1.258,1.605,K,0,0,0,0,0,1,0
1.5,0.997,K,0,0,0,0,0,1,0
0.481,0.886,F,0,0,0,1,0,0,0
0.876,3.859,M,0,0,0,0,0,0,1
0.951,-0.339,G,0,0,0,0,1,0,0
0.437,2.804,F,0,0,0,1,0,0,0
0.066,-1.544,B,0,1,0,0,0,0,0
-0.06,-12.28,B,0,1,0,0,0,0,0
1.199,-0.474,K,0,0,0,0,0,1,0
0.526,2.87,F,0,0,0,1,0,0,0
0.441,3.537,F,0,0,0,1,0,0,0
1.201,0.452,K,0,0,0,0,0,1,0
0.468,3.066,F,0,0,0,1,0,0,0
0.215,0.562,A,0,0,1,0,0,0,0
0.14,1.211,A,0,0,1,0,0,0,0
1.53,0.141,K,0,0,0,0,0,1,0
0.585,4.813,G,0,0,0,0,1,0,0
1.086,0.73,K,0,0,0,0,0,1,0
0.689,4.527,G,0,0,0,0,1,0,0
0.747,5.709,G,0,0,0,0,1,0,0
-0.001,0.533,A,0,0,1,0,0,0,0
1.65,-3.15,K,0,0,0,0,0,1,0
1.14,6.422,K,0,0,0,0,0,1,0
0.723,5.528,G,0,0,0,0,1,0,0
1.299,-0.944,K,0,0,0,0,0,1,0
1.172,-12.71,K,0,0,0,0,0,1,0
1.061,0.273,K,0,0,0,0,0,1,0
-0.07,-1.271,B,0,1,0,0,0,0,0
0.622,4.555,G,0,0,0,0,1,0,0
1.116,2.088,K,0,0,0,0,0,1,0
0.683,3.507,G,0,0,0,0,1,0,0
0.108,2.033,A,0,0,1,0,0,0,0
0.11,1.004,A,0,0,1,0,0,0,0
0.259,-12.36,B,0,1,0,0,0,0,0
1.092,1.082,G,0,0,0,0,1,0,0
0.294,1.811,W,0,0,0,0,0,0,0
1.573,-0.237,M,0,0,0,0,0,0,1
0.206,1.444,A,0,0,1,0,0,0,0
0.31,2.342,F,0,0,0,1,0,0,0
-0.032,-1.293,A,0,0,1,0,0,0,0
0.997,1.846,K,0,0,0,0,0,1,0
0.072,2.102,B,0,1,0,0,0,0,0
0.48,2.306,F,0,0,0,1,0,0,0
2.45,-0.347,C,0,0,0,0,0,0,0
0.38,1.287,B,0,1,0,0,0,0,0
-0.068,-12.14,A,0,0,1,0,0,0,0
1.185,-11.26,K,0,0,0,0,0,1,0
0.23,2.36,A,0,0,1,0,0,0,0
-0.089,0.188,B,0,1,0,0,0,0,0
0.228,1.949,F,0,0,0,1,0,0,0
-0.021,-0.504,B,0,1,0,0,0,0,0
0.161,1.923,A,0,0,1,0,0,0,0
1.102,1.107,K,0,0,0,0,0,1,0
0.648,4.09,G,0,0,0,0,1,0,0
0.459,3.013,F,0,0,0,1,0,0,0
1.158,1.782,K,0,0,0,0,0,1,0
1.427,0.535,K,0,0,0,0,0,1,0
0.042,2.27,A,0,0,1,0,0,0,0
1.206,0.801,K,0,0,0,0,0,1,0
0.379,1.8,F,0,0,0,1,0,0,0
0.441,-13.01,B,0,1,0,0,0,0,0
